bo_iter,z_candidate_index,n_neighbors,n_unique_peptides,mean_decoder_confidence,std_decoder_confidence,mean_roundtrip_l2_to_local_z,mean_roundtrip_l2_to_center_z
31,0,8,1,0.07575057167559862,0.000133724954478436,0.3095414862036705,0.11080912500619888
