bo_iter,z_candidate_index,n_neighbors,n_unique_peptides,mean_decoder_confidence,std_decoder_confidence,mean_roundtrip_l2_to_local_z,mean_roundtrip_l2_to_center_z
18,0,8,1,0.07567664794623852,6.53214109565874e-05,0.2942346315830946,0.076275534927845
