bo_iter,z_candidate_index,n_neighbors,n_unique_peptides,mean_decoder_confidence,std_decoder_confidence,mean_roundtrip_l2_to_local_z,mean_roundtrip_l2_to_center_z
40,0,8,2,0.07575670350342989,0.00010243218596662444,0.29528457298874855,0.08178209513425827
