bo_iter,z_candidate_index,n_neighbors,n_unique_peptides,mean_decoder_confidence,std_decoder_confidence,mean_roundtrip_l2_to_local_z,mean_roundtrip_l2_to_center_z
15,0,8,2,0.0757425045594573,0.00016809778757114697,0.31090832129120827,0.0896548768505454
