bo_iter,z_candidate_index,n_neighbors,n_unique_peptides,mean_decoder_confidence,std_decoder_confidence,mean_roundtrip_l2_to_local_z,mean_roundtrip_l2_to_center_z
47,0,8,1,0.07575917430222034,0.00010222339499000632,0.27488075755536556,0.07869011908769608
