bo_iter,z_candidate_index,n_neighbors,n_unique_peptides,mean_decoder_confidence,std_decoder_confidence,mean_roundtrip_l2_to_local_z,mean_roundtrip_l2_to_center_z
46,0,8,2,0.07578397262841463,0.00011234037023675073,0.26080651581287384,0.05441268114373088
