bo_iter,z_candidate_index,n_neighbors,n_unique_peptides,mean_decoder_confidence,std_decoder_confidence,mean_roundtrip_l2_to_local_z,mean_roundtrip_l2_to_center_z
16,0,8,2,0.07585119549185038,0.00014295892812420596,0.32216520980000496,0.09232080914080143
